id,polarity,score
810871465952288768,Positive,0.074
810871985257541632,Negative,-0.305
810872159090393093,Neutral,0.0
810872246831054848,Positive,0.074
810872456420462594,Positive,0.074
810872492541743104,Neutral,0.0
810872600633233408,Positive,0.2
810872682040426502,Neutral,0.0
810873363618877440,Negative,-0.156
810873893426700288,Neutral,0.0
810874554902073344,Positive,0.074
810874715149660161,Neutral,0.0
810874805863989249,Positive,0.074
810875018536226816,Positive,0.114
810875583718690817,Neutral,0.0
810875619412209665,Neutral,0.0
810875711837720576,Neutral,0.0
810876007766966273,Positive,0.04999999999999999
810876368535908352,Positive,0.074
810876840109809664,Neutral,0.0
810876875774038016,Neutral,0.0
810877282109820929,Positive,0.074
810877619927392256,Neutral,0.0
810877604358221824,Positive,6.2
810878060199374848,Positive,2.9760000000000004
810878375191527424,Positive,0.074
810878428710838272,Neutral,0.0
810878673138094082,Neutral,0.0
810878689789546496,Positive,0.2
810878838251147264,Positive,0.6000000000000001
810878916068077568,Neutral,0.0
810878943343558657,Positive,0.074
810879110025191424,Positive,0.167
810879127578349568,Positive,0.074
810879422526058497,Positive,0.343
810879431506071553,Positive,0.281
810879941990641665,Neutral,0.0
810879944620474368,Neutral,0.0
810880043744423936,Neutral,0.0
810880154872541184,Positive,0.254
810880254873075712,Neutral,0.0
810880277413326848,Positive,0.2
810880323181494272,Neutral,0.0
810880432858243072,Neutral,0.0
810880540668792832,Neutral,0.0
810880729252888576,Positive,0.074
810880783007305728,Positive,0.074
810880811071406080,Neutral,0.0
810880822333100032,Neutral,0.0
810880882168958976,Neutral,0.0
810881075560009729,Neutral,0.0
810881159601258496,Neutral,0.0
810881264169455617,Neutral,0.0
810881302228516864,Neutral,0.0
810881446386794498,Positive,0.048000000000000015
810881627173879808,Neutral,0.0
810881771260690432,Positive,0.074
810881846762504192,Neutral,0.0
810881864978333696,Neutral,0.0
810881885421309960,Neutral,0.0
810882105269977088,Positive,0.074
810882161725341696,Neutral,0.0
810882182801739777,Neutral,0.0
810882223708766208,Neutral,0.0
810882264368369664,Neutral,0.0
810882267220508672,Positive,0.41700000000000004
810882451144843264,Neutral,0.0
810882469461368832,Positive,0.2
810882479120941057,Neutral,0.0
810882712655556608,Positive,0.263
810883330644254723,Neutral,0.0
810883707397611520,Neutral,0.0
810883771037847552,Neutral,0.0
810883815434502144,Positive,0.412
810883834992533505,Positive,0.2
810883900507652096,Positive,0.074
810884229705990144,Positive,0.4
810884395833950208,Positive,0.074
810884676667719681,Positive,0.354
810884754899812353,Neutral,0.0
810884757642969088,Positive,0.074
810885221000286208,Positive,0.074
810885267783553026,Neutral,0.0
810885359504683008,Positive,0.2
810885516359069696,Neutral,0.0
810885585158053889,Positive,0.184
810885702124785669,Neutral,0.0
810885872417546240,Neutral,0.0
810885984216907776,Positive,1.15
810886041204883457,Positive,0.354
810886285237878786,Neutral,0.0
810886304745582592,Neutral,0.0
810887205707280385,Positive,0.324
810887341355057156,Neutral,0.0
810887924623482880,Neutral,0.0
810888084648849409,Neutral,0.0
810888297094463489,Neutral,0.0
810888464837115904,Neutral,0.0
810888694215409666,Neutral,0.0
810888923186688000,Neutral,0.0
810889073812504576,Neutral,0.0
810889307523256320,Neutral,0.0
810889510716379140,Neutral,0.0
810890074741153792,Neutral,0.0
810890084128092161,Positive,0.465
810890649700401152,Neutral,0.0
810890825785901057,Neutral,0.0
810891258948448257,Neutral,0.0
810891359607549952,Neutral,0.0
810891502150971398,Positive,0.074
810891608862392320,Positive,0.074
810891710570131456,Neutral,0.0
810891966833528832,Positive,0.074
810892005727412225,Positive,0.074
810892102381006848,Neutral,0.0
810892280768987136,Neutral,0.0
810892324221911040,Positive,0.074
810892781833113601,Positive,0.146
810892954978177024,Neutral,0.0
810892957641539584,Neutral,0.0
810893049714921477,Neutral,0.0
810893199782899712,Positive,0.414
810893318695645185,Neutral,0.0
810893610942074881,Neutral,0.0
810893836662738950,Neutral,0.0
810894123964235776,Positive,0.6000000000000001
810894436108537856,Neutral,0.0
810894457998479360,Neutral,0.0
810894466169049088,Positive,0.074
810894978616528896,Positive,0.253
810895089920774145,Positive,0.4
810895094886920192,Neutral,0.0
810895143389843456,Positive,0.253
810895225853878272,Positive,0.135
810895288412078080,Positive,0.253
810895303067009024,Negative,-0.021000000000000005
810895324629843971,Negative,-0.021000000000000005
810895380527415298,Negative,-0.146
810895409761685506,Positive,0.074
810895434482753536,Neutral,0.0
810895452451147777,Positive,0.253
810895455961907204,Positive,0.253
810895465252343808,Neutral,0.0
810895479319969792,Neutral,0.0
810895555454976000,Negative,-0.13
810895644328161280,Neutral,0.0
810895664217473024,Neutral,0.0
810895762657837057,Positive,0.074
810895822028177409,Positive,0.253
810895847189843968,Neutral,0.0
810895876000509952,Neutral,0.0
810896177449340928,Positive,0.253
810896283326119936,Positive,0.414
810896385751052289,Positive,0.253
810896583621570560,Positive,0.253
810896651548295168,Positive,0.301
810896812726951936,Negative,-0.186
810896887977017344,Positive,0.253
810896980771799042,Neutral,0.0
810897039991173120,Neutral,0.0
810897266009485312,Positive,0.253
810897281918599168,Neutral,0.0
810897309152251904,Neutral,0.0
810897325598117889,Neutral,0.0
810897536529657857,Neutral,0.0
810897545014542336,Positive,0.253
810898096817369089,Neutral,0.0
810898108976656384,Positive,0.253
810898154900033536,Neutral,0.0
810898196348174336,Neutral,0.0
810898326493204480,Positive,0.074
810898338795126785,Positive,0.253
810898379492487171,Positive,0.253
810898957966643200,Positive,1.15
810899261789499396,Positive,0.263
810899424314527744,Positive,0.074
810899444875067392,Positive,0.253
810899513481326594,Positive,0.414
810899719404814337,Positive,0.074
810899956559056896,Positive,0.253
810900002780258304,Neutral,0.0
810900543073816577,Neutral,0.0
810900568428449792,Negative,-0.146
810900665975369728,Positive,0.253
810900667615313920,Neutral,0.0
810900731502952448,Neutral,0.0
810900789560385536,Positive,0.074
810901771115724800,Positive,0.253
810902302181756928,Positive,0.2
810902368564998144,Negative,-0.146
810902436718247936,Positive,0.253
810902945768361984,Neutral,0.0
810903151956131840,Positive,0.253
810903591804399617,Positive,0.253
810903738747588608,Neutral,0.0
810903913247473664,Neutral,0.0
810904306278957057,Positive,0.031
810904340428967941,Positive,0.675
810904729031151616,Neutral,0.0
810905101086797824,Neutral,0.0
810905290245869568,Neutral,0.0
810905441429557250,Neutral,0.0
810905516314607616,Neutral,0.0
810905570119217152,Neutral,0.0
810905734946979840,Positive,0.392
810906656590692353,Positive,0.253
810906895770943488,Negative,-0.394
810907008056623104,Negative,-0.394
810907023965462528,Negative,-0.394
810907082492874753,Negative,-0.394
810907330456023040,Negative,-0.394
810907502564884480,Neutral,0.0
810907503810801664,Neutral,0.0
810907573868199936,Negative,-0.394
810907694559358976,Negative,-0.394
810907721344176128,Negative,-0.394
810907786712403969,Positive,0.315
810907851875033088,Neutral,0.0
810907874788573185,Negative,-0.394
810908078518452224,Positive,0.074
810908212950167552,Neutral,0.0
810908493603622912,Neutral,0.0
810908516139626496,Positive,0.241
810908737011666945,Negative,-0.394
810908764203323392,Neutral,0.0
810908848445865985,Positive,0.253
810909009859477505,Negative,-0.21399999999999997
810909169909989376,Neutral,0.0
810909205230219265,Positive,0.375
810909231293534208,Negative,-0.394
810909235919908864,Positive,0.808
810909421782073345,Neutral,0.0
810909749348802560,Positive,0.253
810910050827010049,Positive,0.074
810910173564956673,Negative,-0.394
810910229097488384,Negative,-0.394
810910324098473984,Negative,-0.394
810910342184390656,Positive,0.253
810910415324491776,Positive,0.577
810911058365911040,Negative,-0.394
810911464571764736,Neutral,0.0
810911564089933825,Neutral,0.0
810911590161797120,Positive,0.159
810911671665520640,Negative,-0.186
810911825755672576,Positive,0.275
810911864569942017,Positive,0.253
810912175585792000,Neutral,0.0
810912336143851520,Neutral,0.0
810912586690654208,Positive,0.08099999999999999
810912699236413440,Positive,0.21299999999999997
810912722409943040,Neutral,0.0
810912827221377024,Negative,-0.146
810912878299672580,Positive,0.808
810912913988972544,Positive,0.08099999999999999
810913117525987330,Neutral,0.0
810913478261297153,Positive,0.193
810913707748429824,Negative,-0.375
810913727444844544,Negative,-0.394
810913916582821888,Positive,0.253
810914260129878018,Neutral,0.0
810914262407413765,Neutral,0.0
810914390769811456,Negative,-0.394
810914550405021696,Positive,0.08099999999999999
810914668881608705,Positive,0.13999999999999999
810915345364033536,Positive,0.139
810915553795801088,Neutral,0.0
810915612864159745,Neutral,0.0
810915668111540224,Negative,-0.186
810915690404253696,Positive,0.253
810916045242437632,Positive,0.253
810916066083958784,Positive,0.478
810916115006230528,Negative,-0.186
810916397685604354,Negative,-0.394
810916445882355713,Negative,-0.13
810916476865679361,Negative,-0.124
810916524475240448,Neutral,0.0
810916739588521984,Positive,0.13
810916868164845568,Positive,0.253
810917203906363392,Neutral,0.0
810917618869796865,Neutral,0.0
810917728886341632,Positive,0.13
810917835392290816,Positive,0.13
810917838500364289,Negative,-0.394
810918650760728576,Negative,-0.151
810918660281729024,Negative,-0.328
810918668271947776,Neutral,0.0
810918677226762240,Neutral,0.0
810918712337371138,Positive,0.074
810918893044846592,Positive,0.253
810918978830864384,Neutral,0.0
810918993963847680,Neutral,0.0
810919088327454720,Neutral,0.0
810919169441091584,Neutral,0.0
810919245454409728,Neutral,0.0
810919425155088384,Neutral,0.0
810919489093201920,Neutral,0.0
810919519262801920,Neutral,0.0
810919820841648128,Neutral,0.0
810919840756199424,Positive,0.205
810920016447152128,Positive,0.205
810920079135305728,Positive,0.205
810920086013739008,Positive,0.205
810920096340197376,Neutral,0.0
810920102258413572,Positive,0.205
810920175310618625,Positive,0.074
810920253161095169,Positive,0.313
810920330449616897,Positive,0.074
810920341589598208,Neutral,0.0
810920347306459137,Neutral,0.0
810920447420329985,Positive,0.205
810920462918283264,Negative,-0.394
810920707098103808,Negative,-0.186
810921420415008768,Positive,0.4
810921976181231616,Positive,0.241
810922006065647618,Positive,0.241
810922237578584064,Positive,0.241
810922420047609858,Positive,0.241
810922512238440448,Neutral,0.0
810922695525138433,Positive,0.241
810922843714256896,Positive,0.241
810922947812544513,Neutral,0.0
810923033804369921,Negative,-0.394
810923227182678017,Neutral,0.0
810923420187643904,Positive,0.241
810923443738832896,Positive,0.617
810923729677127685,Positive,0.401
810924081403088896,Neutral,0.0
810924367492382720,Neutral,0.0
810924461692227588,Neutral,0.0
810924722225549314,Neutral,0.0
810924887095197696,Neutral,0.0
810925140959723522,Positive,0.074
810925626316255232,Positive,0.478
810925696994385920,Positive,0.127
810925901068255232,Positive,0.24
810925925441425408,Neutral,0.0
810926223253733376,Neutral,0.0
810926349988884481,Positive,0.205
810926487641661440,Positive,0.2
810926710195683328,Positive,0.205
810926730185678848,Neutral,0.0
810926919986409473,Neutral,0.0
810926959236628480,Positive,0.205
810927126539079680,Positive,0.205
810927140170567681,Positive,0.074
810927373478666244,Neutral,0.0
810927389324824576,Neutral,0.0
810927549429805056,Negative,-0.096
810927669025984513,Neutral,0.0
810927767936180224,Positive,0.2
810927797090848769,Positive,0.13
810927849523789824,Positive,0.478
810928057351569408,Negative,-0.394
810928146937679872,Neutral,0.0
810928214960984064,Positive,0.205
810928259127013376,Neutral,0.0
810928464090071040,Negative,-0.394
810928552803762176,Negative,-0.394
810928956019003392,Negative,-0.394
810929053708468224,Positive,0.286
810929140287217664,Neutral,0.0
810929452435832833,Positive,0.222
810929463143829505,Negative,-0.394
810929471134040066,Positive,0.074
810929961624367104,Neutral,0.0
810930206655397888,Negative,-0.158
810930235898269696,Neutral,0.0
810930403485896704,Negative,-0.394
810930448109072384,Positive,0.074
810930842696491009,Negative,-0.08299999999999999
810930936875483136,Neutral,0.0
810931042865401856,Neutral,0.0
810931182913417220,Neutral,0.0
810931283144638464,Negative,-0.146
810931371531272192,Neutral,0.0
810931802596642817,Neutral,0.0
810931934541049856,Positive,0.694
810932077726224384,Neutral,0.0
810932353279361024,Neutral,0.0
810932424708411394,Negative,-0.138
810932809602920448,Positive,0.274
810933001530015745,Neutral,0.0
810933078898176000,Neutral,0.0
810933615966224388,Positive,0.205
810933627567611905,Negative,-0.158
810933655644360704,Neutral,0.0
810933924868321280,Neutral,0.0
810934068787421186,Neutral,0.0
810934271930028032,Neutral,0.0
810934379862249473,Neutral,0.0
810934402792509440,Positive,0.205
810934559290179584,Negative,-0.229
810934594728067073,Positive,0.205
810934620372029440,Negative,-0.225
810934924488413184,Positive,0.205
810935302957232128,Positive,0.2
810935369717968896,Positive,0.205
810935504065753089,Negative,-0.394
810935805191528448,Neutral,0.0
810935907809431553,Positive,0.074
810936107890339840,Positive,0.033999999999999975
810936624951558146,Positive,0.508
810936645507813379,Positive,0.205
810936857345265664,Neutral,0.0
810936937880158212,Neutral,0.0
810937602727669760,Positive,0.257
810937780494827520,Positive,0.08399999999999999
810937955057537024,Positive,0.348
810938748452028416,Positive,0.074
810938987921731585,Positive,0.344
810939063305928704,Positive,0.205
810939172701749249,Neutral,0.0
810939277873975296,Negative,-0.146
810939315131924481,Neutral,0.0
810939392470683649,Neutral,0.0
810939393804337152,Neutral,0.0
810939400502804481,Neutral,0.0
810939581818437633,Neutral,0.0
810939591066877952,Negative,-0.394
810939810961620992,Neutral,0.0
810939963281915904,Neutral,0.0
810940095234707456,Positive,0.174
810940127849697281,Negative,-0.394
810940372343988224,Positive,0.074
810940399523074052,Positive,0.058
810940495606202368,Positive,0.058
810940731753897984,Neutral,0.0
810940756001259523,Positive,0.058
810940784698654720,Positive,0.408
810940948175867905,Positive,0.205
810941229701730305,Negative,-0.09899999999999998
810941340603314176,Positive,0.058
810941401043234817,Negative,-0.186
810941445964177409,Negative,-0.186
810942024774021121,Neutral,0.0
810942044080406529,Negative,-0.156
810942082546286592,Negative,-0.156
810942107234013184,Positive,0.074
810942142050922498,Positive,0.058
810942299463184384,Positive,0.058
810942309546258432,Neutral,0.0
810942352252665856,Positive,0.205
810942386226352128,Neutral,0.0
810942441301929984,Positive,0.058
810942445240352768,Neutral,0.0
810942692930658305,Positive,0.274
810942842789122048,Positive,0.2
810942855627898880,Positive,0.058
810942874447728642,Positive,0.253
810943169969856512,Negative,-0.394
810943465446113280,Neutral,0.0
810943662611804160,Neutral,0.0
810943758715867136,Positive,0.058
810943918162509824,Positive,0.074
810943956590690304,Neutral,0.0
810944031882477568,Positive,0.074
810944593206407168,Positive,0.058
810944696742793216,Negative,-0.0050000000000000044
810945022354784256,Negative,-0.394
810945105238495232,Positive,0.572
810945127912980480,Neutral,0.0
810945362810863621,Neutral,0.0
810945448244547589,Neutral,0.0
810945486395940864,Negative,-0.0050000000000000044
810945519602245633,Neutral,0.0
810945554679300101,Neutral,0.0
810945601432977408,Negative,-0.146
810945639223803905,Neutral,0.0
810945658257600512,Positive,0.058
810945691451265025,Neutral,0.0
810945825878708228,Neutral,0.0
810945913418092544,Neutral,0.0
810945917100716032,Positive,0.205
810945951791726592,Negative,-0.156
810945982112366592,Neutral,0.0
810946159044870148,Neutral,0.0
810946284769021952,Positive,0.205
810946409310588930,Neutral,0.0
810946417523093504,Neutral,0.0
810946428554145792,Neutral,0.0
810946489149177856,Neutral,0.0
810946781798338561,Neutral,0.0
810946790711099392,Negative,-0.394
810946932709490688,Neutral,0.0
810947056407871488,Positive,0.205
810947189795078145,Positive,0.205
810947223877980161,Positive,0.205
810947293905973248,Positive,0.533
810947711327346688,Positive,0.205
810948012084199424,Neutral,0.0
810948099384471553,Neutral,0.0
810948173250203648,Positive,0.19699999999999998
810948231928676353,Neutral,0.0
810948346877767680,Neutral,0.0
810948399247855618,Positive,0.299
810948512959660033,Negative,-0.394
810948776777175040,Negative,-0.394
810948784796495872,Positive,0.164
810949079341662208,Neutral,0.0
810949136736546820,Negative,-0.394
810949365409992709,Neutral,0.0
810949764091146240,Positive,0.253
810949930923737088,Neutral,0.0
810949985483321346,Neutral,0.0
810950146515234816,Positive,0.205
810950175359467521,Neutral,0.0
810950251955810305,Positive,0.307
810950390393012224,Positive,0.4
810950741305290754,Positive,0.216
810950915414958083,Positive,0.263
810950942841507840,Neutral,0.0
810950997854060548,Negative,-0.394
810951316012933121,Neutral,0.0
810951532430630912,Negative,-0.394
810951626081046529,Negative,-0.30100000000000005
810951969137299456,Negative,-0.225
810952041711407105,Positive,0.058
810952278622568449,Positive,0.058
810952475058589696,Neutral,0.0
810952800616202241,Positive,0.205
810953117613297664,Negative,-0.113
810953358018314240,Neutral,0.0
810953744473014276,Negative,-0.394
810953775653363713,Negative,-0.113
810953916405923840,Neutral,0.0
810954006700916736,Positive,0.2
810954535246118912,Negative,-0.113
810954594327154689,Neutral,0.0
810954708521250817,Positive,0.25
810954888314294277,Neutral,0.0
810954980177932288,Negative,-0.146
810955129629376513,Neutral,0.0
810955824411635722,Neutral,0.0
810955904149581824,Positive,0.253
810956069358833665,Neutral,0.0
810956315082326016,Neutral,0.0
810956530723995648,Positive,0.074
810956686546665473,Positive,0.2
810957001706655746,Positive,0.291
810957029049307137,Negative,-0.195
810957095260618753,Neutral,0.0
810957785018068992,Neutral,0.0
810957837723717632,Neutral,0.0
810958019156709377,Neutral,0.0
810958336791347200,Neutral,0.0
810958506912137216,Positive,0.274
810958745597571072,Positive,0.184
810958783329562625,Positive,0.314
810958840158109696,Neutral,0.0
810958890716319748,Neutral,0.0
810958914917265408,Positive,0.353
810958936656531461,Neutral,0.0
810958977685135360,Neutral,0.0
810958994428727296,Positive,0.367
810959029451231232,Neutral,0.0
810959068257013760,Neutral,0.0
810959100762877953,Positive,0.074
810959101308141569,Neutral,0.0
810959109365399552,Negative,-0.394
810959176834908162,Positive,0.2
810959287182827520,Neutral,0.0
810959622412664833,Positive,0.216
810959666029232128,Neutral,0.0
810959703270268928,Neutral,0.0
810959742692536320,Neutral,0.0
810959798447566853,Neutral,0.0
810959837186105344,Neutral,0.0
810959875010338822,Negative,-0.394
810960153038254081,Negative,-0.156
810960268482244612,Neutral,0.0
810960650843222016,Neutral,0.0
810960772415229953,Positive,0.231
810960776018227200,Neutral,0.0
810961014963441664,Negative,-0.394
810961169594912769,Neutral,0.0
810961187299061760,Neutral,0.0
810961204554465280,Neutral,0.0
810961386419458050,Neutral,0.0
810961484092162052,Negative,-0.186
810961728217448449,Neutral,0.0
810961810924781568,Neutral,0.0
810961867099279360,Neutral,0.0
810961957004177408,Neutral,0.0
810962054370693121,Neutral,0.0
810962062650339328,Neutral,0.0
810962137153699840,Neutral,0.0
810962203943772161,Neutral,0.0
810962247895937025,Neutral,0.0
810962341785239553,Neutral,0.0
810962697324036096,Neutral,0.0
810962784603226116,Neutral,0.0
810962788562702340,Neutral,0.0
810963060181663744,Neutral,0.0
810963207938510852,Neutral,0.0
810963250305187840,Neutral,0.0
810963297000390656,Negative,-0.394
810963429817192453,Negative,-0.157
810963451661217792,Positive,0.114
810963551204610049,Neutral,0.0
810963635820445697,Positive,0.373
810963638374776832,Negative,-0.157
810963681458737154,Neutral,0.0
810963703340232704,Neutral,0.0
810963797145812992,Neutral,0.0
810963928645652480,Negative,-0.157
810963966478393344,Neutral,0.0
810963993468739585,Neutral,0.0
810964271634841600,Neutral,0.0
810964585972924420,Neutral,0.0
810964598656532480,Neutral,0.0
810964733373411329,Neutral,0.0
810964808849879045,Neutral,0.0
810964815304855553,Negative,-0.157
810964955516243969,Positive,0.07300000000000001
810965031621980161,Positive,0.205
810965056972328960,Neutral,0.0
810965139554004996,Negative,-0.157
810965335092260864,Positive,0.25
810965346337353734,Neutral,0.0
810965345959714818,Neutral,0.0
810965355803725825,Neutral,0.0
810965366809579520,Neutral,0.0
810965446065291268,Neutral,0.0
810965664408027136,Neutral,0.0
810966021259542528,Positive,0.25
810966108870156288,Neutral,0.0
810966670063845376,Neutral,0.0
810966733955678208,Negative,-0.394
810966738623987713,Neutral,0.0
810966940776800256,Neutral,0.0
810967001560588288,Neutral,0.0
810967064470880256,Neutral,0.0
810967109425659904,Neutral,0.0
810967215822487554,Positive,0.408
810967223070232577,Neutral,0.0
810967329488060416,Neutral,0.0
810967387621261313,Positive,0.5650000000000001
810967565136752642,Positive,0.363
810967743478439936,Neutral,0.0
810967957669113856,Neutral,0.0
810968156126715904,Positive,0.2
810968415561195520,Neutral,0.0
810968488282038273,Negative,-0.157
810968717626634242,Negative,-0.157
810968948816707584,Positive,0.383
810969059005235200,Negative,-0.157
810969139019976704,Neutral,0.0
810969150894067712,Neutral,0.0
810969206195941377,Neutral,0.0
810969344867844096,Neutral,0.0
810969500627582976,Positive,0.231
810969753061822465,Neutral,0.0
810970069979332608,Negative,-0.157
810970194751422464,Neutral,0.0
810970468513705984,Positive,0.017
810970873842860032,Neutral,0.0
810971109583712257,Neutral,0.0
810971134241935360,Positive,0.241
810971534256963584,Neutral,0.0
810972246990786560,Positive,0.074
810973827224268805,Neutral,0.0
810974045592322048,Neutral,0.0
810974529233227776,Negative,-0.529
810974744015093764,Neutral,0.0
810975192071577600,Negative,-0.394
810975302163664897,Neutral,0.0
810975338738094080,Neutral,0.0
810975758680256512,Positive,0.165
810975772655710209,Negative,-0.394
810975833930153984,Positive,0.074
810975942118178817,Neutral,0.0
810976019729420288,Neutral,0.0
810976028424343552,Positive,0.167
810976132040421376,Neutral,0.0
810976188072132608,Negative,-0.157
810976256510595074,Positive,0.074
810976624736923648,Neutral,0.0
810976794446794753,Neutral,0.0
810976885643431936,Positive,0.074
810977592723390464,Positive,0.457
810977889386721280,Positive,0.165
810978911798657024,Neutral,0.0
810978940491825152,Neutral,0.0
810978954400120832,Positive,0.375
810979298299576320,Neutral,0.0
810979614277402628,Negative,-0.394
810979796834537472,Positive,0.247
810980219431649281,Positive,0.05199999999999999
810980422184239104,Neutral,0.0
810980440802725888,Positive,0.074
810980898090975232,Neutral,0.0
810981023429390337,Neutral,0.0
810981084297052160,Neutral,0.0
810981236449693696,Negative,-0.394
810981490918096898,Negative,-0.394
810981723311894528,Neutral,0.0
810981883433668608,Neutral,0.0
810982305821052930,Neutral,0.0
810982310904467457,Neutral,0.0
810983051215810560,Neutral,0.0
810983165011443712,Neutral,0.0
810983340518023168,Negative,-0.064
810984084625358848,Positive,0.253
810984265991061504,Neutral,0.0
810984554269986817,Neutral,0.0
810984648734109701,Negative,-0.157
810984977110331392,Negative,-0.146
810985010434048000,Neutral,0.0
810985131704020992,Positive,0.07200000000000001
810985327913500672,Neutral,0.0
810985360301916160,Neutral,0.0
810985582105071616,Negative,-0.157
810985728893034496,Negative,-0.394
810986100768415744,Neutral,0.0
810986497864179712,Positive,0.04600000000000001
810986742631243776,Negative,-0.186
810986881601126400,Positive,0.2
810987048525930497,Positive,0.205
810987420980224000,Neutral,0.0
810987465683111940,Positive,0.074
810987730880630785,Negative,-0.157
810988567015133184,Negative,-0.157
810988596773588992,Neutral,0.0
810988834813001728,Neutral,0.0
810988868526669824,Negative,-0.157
810989437970628608,Neutral,0.0
810989558590558208,Positive,0.074
810989741780762624,Negative,-0.157
810989874119659520,Neutral,0.0
810990592452857856,Negative,-0.157
810990851585294336,Neutral,0.0
810990868320710656,Negative,-0.157
810991160768471040,Neutral,0.0
810991167689158656,Neutral,0.0
810991946240065536,Neutral,0.0
810992035595485185,Neutral,0.0
810992290453921792,Negative,-0.146
810992357474762753,Positive,0.074
810992535082532864,Neutral,0.0
810992581475790850,Neutral,0.0
810992900385423360,Neutral,0.0
810993975716814848,Negative,-0.375
810994157833555968,Negative,-0.195
810994359541911552,Negative,-0.157
810994414990434305,Neutral,0.0
810994424348024832,Neutral,0.0
810994682654232576,Negative,-0.157
810994701310586880,Negative,-0.157
810995109349249025,Negative,-0.157
810995287074320384,Neutral,0.0
810995684010758144,Negative,-0.157
810995808262729728,Neutral,0.0
810996025800458240,Negative,-0.157
810997236867989508,Positive,0.205
810997249081741312,Negative,-0.157
810997250784530432,Negative,-0.394
810997299610583041,Negative,-0.394
810997431445946372,Positive,0.074
810997690771312640,Neutral,0.0
810997725634232320,Negative,-0.157
810997932790988800,Neutral,0.0
810997991658188800,Neutral,0.0
810998334399901700,Positive,0.2
810998364414222336,Neutral,0.0
810998584778850304,Negative,-0.157
810999158031155200,Neutral,0.0
810999548185350144,Neutral,0.0
810999569488101376,Neutral,0.0
810999830306766848,Neutral,0.0
811000227306082305,Neutral,0.0
811000810117021701,Neutral,0.0
811000865645543424,Neutral,0.0
811000996583325696,Positive,0.074
811001144088489985,Neutral,0.0
811001168331558916,Positive,0.44699999999999995
811001191261843456,Positive,0.338
811001319792267268,Neutral,0.0
811001531151642624,Neutral,0.0
811001902884233216,Neutral,0.0
811002139925282818,Neutral,0.0
811002646840610816,Positive,0.058
811002664402255872,Negative,-0.157
811002729497706496,Neutral,0.0
811003802316730368,Neutral,0.0
811004316391710720,Positive,0.577
811004502715330560,Neutral,0.0
811004552438775808,Neutral,0.0
811004645724127232,Neutral,0.0
811004747813556224,Neutral,0.0
811004896673726464,Positive,0.074
811006420657336320,Neutral,0.0
811007140525645824,Positive,0.161
811007200659406848,Negative,-0.394
811007328023642112,Positive,0.313
811007480847212544,Neutral,0.0
811007691074125824,Neutral,0.0
811007762830393345,Neutral,0.0
811008667332083712,Neutral,0.0
811009691228786688,Neutral,0.0
811010182578892800,Neutral,0.0
811010978569748480,Negative,-0.394
811011508486504448,Neutral,0.0
811011741698113540,Negative,-0.157
811011834320920576,Negative,-0.157
811012039137173504,Neutral,0.0
811012509129932800,Positive,0.708
811012910772162561,Positive,0.8
811012918313521152,Positive,0.161
811012926249144320,Neutral,0.0
811013505092616192,Negative,-0.157
811013883754348545,Neutral,0.0
811014436693671937,Positive,0.253
811014839791452160,Negative,-0.124
811015623094304768,Neutral,0.0
811015748508389377,Negative,-0.124
811015795048255492,Negative,-0.394
811015845996425216,Neutral,0.0
811016969243754499,Neutral,0.0
811017771383398400,Positive,0.074
811017827423518721,Neutral,0.0
811017849338793985,Neutral,0.0
811017894960230400,Neutral,0.0
811017912945438720,Neutral,0.0
811017939986120704,Neutral,0.0
811017990690971648,Neutral,0.0
811018012509741057,Neutral,0.0
811018099797454852,Neutral,0.0
811018216357187588,Neutral,0.0
811018237127364608,Neutral,0.0
811018242974023680,Positive,0.074
811018296543903744,Neutral,0.0
811018328198131712,Neutral,0.0
811018412226965504,Neutral,0.0
811018431910838272,Neutral,0.0
811018455587651584,Neutral,0.0
811018491327348737,Neutral,0.0
811018518292529153,Neutral,0.0
811018576626905088,Neutral,0.0
811018633719623680,Negative,-0.157
811018770504445953,Neutral,0.0
811018789718519808,Positive,0.263
811018868152008708,Neutral,0.0
811018888607625216,Neutral,0.0
811018926645710848,Negative,-0.157
811018944710606849,Neutral,0.0
811019021072089089,Neutral,0.0
811019445405675521,Negative,-0.157
811019531326017537,Neutral,0.0
811020186434342913,Positive,0.724
811020753181310976,Positive,0.259
811020776157614080,Positive,0.724
811020909930684416,Negative,-0.157
811021068001542144,Positive,0.616
811022023921172480,Neutral,0.0
811022516709752832,Neutral,0.0
811023246439104512,Negative,-0.394
811023497405284352,Positive,0.214
811023522650853376,Negative,-0.118
811023580481945600,Negative,-0.024999999999999994
811023603479302144,Positive,0.021999999999999992
811023647573995520,Negative,-0.101
811023681258422272,Negative,-0.094
811023965560983552,Neutral,0.0
811024440490233856,Neutral,0.0
811024461231177728,Negative,-0.118
811024540574879744,Positive,0.214
811024750591885312,Negative,-0.118
811025027449651200,Positive,0.214
811025072236404736,Positive,0.021999999999999992
811025633367179264,Neutral,0.0
811026925049131008,Negative,-0.024999999999999994
811027194243747841,Negative,-0.024999999999999994
811027432023027712,Negative,-0.157
811027516307734528,Neutral,0.0
811028519597674496,Negative,-0.157
811028664712302592,Neutral,0.0
811028989544452096,Negative,-0.024999999999999994
811029831613825024,Neutral,0.0
811029964023799818,Neutral,0.0
811030421454618624,Negative,-0.024999999999999994
811030781720137728,Neutral,0.0
811031340510543872,Positive,0.167
